area,fips,date,labor_force,employment,unemployment,unemployment_rate,food_insufficiency_n,food_insufficiency_pct
Arizona,04,2018-12-01,3481022,3317949,163073,4.684629973611198,211909.4887,2.9996554884174174
Arkansas,05,2018-12-01,1350450,1303442,47008,3.480913769484246,141228.796,4.802583770989964
California,06,2018-12-01,19323028,18511589,811439,4.199336667110352,1424504.5118,3.640418253240301
Colorado,08,2018-12-01,3102350,3002707,99643,3.2118555288732735,220848.52779999998,3.952226990602501
Connecticut,09,2018-12-01,1897578,1833471,64107,3.3783591504538943,219107.2657,6.252595065154442
Delaware,10,2018-12-01,483959,469118,14841,3.066582086499063,30368.8758,3.1615145028859093
Florida,12,2018-12-01,10199874,9857992,341882,3.351825718631426,746582.4961,3.5392959756438436
Georgia,13,2018-12-01,5084157,4892284,191873,3.7739393177669376,365680.7135,3.5338330130336946
Hawaii,15,2018-12-01,667886,651708,16178,2.422269668775809,43718.4977,3.2057960786178072
Idaho,16,2018-12-01,865407,839588,25819,2.983451716937811,49945.3972,2.8603310007457576
Illinois,17,2018-12-01,6448961,6164827,284134,4.405888018240458,320675.99210000003,2.5828994656724102
Indiana,18,2018-12-01,3375397,3258269,117128,3.4700510784361067,232382.41830000002,3.5119412777405365
Iowa,19,2018-12-01,1700670,1653937,46733,2.7479169974186646,81629.3327,2.6223248517103874
Kansas,20,2018-12-01,1478128,1433990,44138,2.986074277735081,100409.02799999999,3.5186523503902416
Kentucky,21,2018-12-01,2053447,1973651,79796,3.8859537158738453,170859.1534,3.890219139754486
Louisiana,22,2018-12-01,2084417,1995363,89054,4.272369684185074,336711.1913,7.406871690011261
Maine,23,2018-12-01,688804,667333,21471,3.1171421768746987,32661.325100000002,2.4688089896571297
Maryland,24,2018-12-01,3226513,3111617,114896,3.5609960350384458,199826.3131,3.343388337230622
Massachusetts,25,2018-12-01,3793952,3686668,107284,2.8277637671747033,196006.39190000002,2.8685062962915944
Michigan,26,2018-12-01,4919198,4723507,195691,3.978107813509438,391616.288,3.976556283367782
Minnesota,27,2018-12-01,3088515,2987339,101176,3.2758785370963066,80433.5379,1.4419788558309108
Mississippi,28,2018-12-01,1268442,1207498,60944,4.80463434670249,178474.0557,6.139599611626265
Missouri,29,2018-12-01,3043783,2952383,91400,3.002842186844463,188622.5161,3.124506352813218
Montana,30,2018-12-01,527374,508068,19306,3.6607796364629275,30910.7366,2.9368171988914975
Nebraska,31,2018-12-01,1024307,995177,29130,2.8438739557574046,38708.851800000004,2.034369413737254
Nevada,32,2018-12-01,1521360,1458789,62571,4.112833254456539,138575.54,4.593653997831868
New Hampshire,33,2018-12-01,763105,746166,16939,2.219746954875148,17196.7951,1.285932026888496
New Jersey,34,2018-12-01,4441859,4287225,154634,3.481290153514553,332995.2935,3.723209940170519
New Mexico,35,2018-12-01,949972,905753,44219,4.654768772132231,83852.5744,4.096012629458357
New York,36,2018-12-01,9492448,9117427,375021,3.9507300961775087,809092.0238000001,4.144304596659971
North Carolina,37,2018-12-01,4993760,4797223,196537,3.935651693313255,527460.326,5.175663320764669
North Dakota,38,2018-12-01,397126,387900,9226,2.323192135493521,20868.6476,2.8373727904702015
Ohio,39,2018-12-01,5782888,5529851,253037,4.375616473983242,693367.2093,6.054974402180757
Oklahoma,40,2018-12-01,1830820,1773971,56849,3.105111370861144,230876.39169999998,6.026238686145138
Oregon,41,2018-12-01,2093339,2010008,83331,3.9807694788087358,112835.9007,2.6956759468864453
Pennsylvania,42,2018-12-01,6414534,6170929,243605,3.7977037770787403,369977.1116,2.937248899063922
Rhode Island,44,2018-12-01,555833,536482,19351,3.4814413681807306,22199.0089,2.1196499230023793
South Carolina,45,2018-12-01,2349882,2268579,81303,3.459875857596254,217415.7548,4.330873930778656
South Dakota,46,2018-12-01,458696,444243,14453,3.1508886059612466,43376.621399999996,5.042919429302681
Tennessee,47,2018-12-01,3281948,3177448,104500,3.184084574161443,270665.0596,4.041402972136336
Texas,48,2018-12-01,13923948,13421526,502422,3.608330051218232,922354.7782999999,3.2530793907467466
Utah,49,2018-12-01,1580993,1538659,42334,2.677684214920623,89966.598,2.8607632776810767
Vermont,50,2018-12-01,342585,335372,7213,2.105462877825941,13973.4756,2.2670327986866714
Virginia,51,2018-12-01,4342370,4221114,121256,2.7923921729378196,339451.554,4.093973040793931
Washington,53,2018-12-01,3847322,3668047,179275,4.659734745363139,218279.971,2.9252588546670353
West Virginia,54,2018-12-01,781770,745249,36521,4.671578597285647,98060.3311,5.570217568507639
Wisconsin,55,2018-12-01,3089420,3004367,85053,2.7530410238815053,207463.459,3.603790675763286
Wyoming,56,2018-12-01,289854,279196,10658,3.6770236049873386,25861.4342,4.618140758450229
United States,00,2019-12-01,163493274,158006665,5486609,3.355862211187966,11214014.6144,3.4598772085839036
Alabama,01,2019-12-01,2247379,2190412,56967,2.534819449678937,258950.1434,5.379368614897247
Alaska,02,2019-12-01,341670,320804,20866,6.107062370123218,22766.62,3.212053915293849
Arizona,04,2019-12-01,3611711,3459557,152154,4.21279554205749,166752.8602,2.3115331674938515
Arkansas,05,2019-12-01,1355941,1310216,45725,3.372196872872787,124129.99859999999,4.175508572190024
California,06,2019-12-01,19470116,18758910,711206,3.652808231856451,1337319.8768,3.4272567336430253
Colorado,08,2019-12-01,3176471,3101768,74703,2.3517608062532287,201092.4473,3.5177566088328787
Connecticut,09,2019-12-01,1920196,1858359,61837,3.2203483394403487,178328.7399,5.110234788916241
Delaware,10,2019-12-01,488289,470989,17300,3.5429837657616696,26972.7778,2.810523542924253
Florida,12,2019-12-01,10397884,10133159,264725,2.545950695353016,745760.5724000001,3.4894684880277564
Georgia,13,2019-12-01,5148163,4999317,148846,2.8912448964805506,269944.3427,2.599837376497251
Hawaii,15,2019-12-01,667325,652343,14982,2.2450829805567003,37230.0227,2.751373827087956
Idaho,16,2019-12-01,888452,863080,25372,2.8557536028958235,62080.2198,3.491381141089539
Illinois,17,2019-12-01,6377232,6156835,220397,3.455997837306217,398869.9101,3.195503624552681
Indiana,18,2019-12-01,3359406,3259595,99811,2.971090722586076,205316.6559,3.0931095714717736
Iowa,19,2019-12-01,1745731,1694438,51293,2.9381960909212244,82617.1261,2.6388889965351217
Kansas,20,2019-12-01,1492699,1449859,42840,2.8699690962478033,53404.039899999996,1.8770349642199764
Kentucky,21,2019-12-01,2073838,1992752,81086,3.9099486073647025,155703.7221,3.5438512210119453
Louisiana,22,2019-12-01,2091000,1988019,102981,4.924964131994261,283201.7496,6.247753419398407
Maine,23,2019-12-01,688899,668979,19920,2.891570462433535,62494.5429,4.704752071669071
Maryland,24,2019-12-01,3261324,3163208,98116,3.008471406091514,240476.445,4.034371627829933
Massachusetts,25,2019-12-01,3822997,3732555,90442,2.3657355734257703,227668.3352,3.3086879179960214
Michigan,26,2019-12-01,4922109,4747245,174864,3.5526234790818325,339901.0096,3.4329959817006124
Minnesota,27,2019-12-01,3123709,3015523,108186,3.46338279269932,135527.5856,2.4177163561260353
Mississippi,28,2019-12-01,1279977,1213055,66922,5.2283751973668275,141721.45919999998,4.873653426672803
Missouri,29,2019-12-01,3096892,2991495,105397,3.403315323879554,171422.68310000002,2.8372031155978408
Montana,30,2019-12-01,531156,511817,19339,3.6409265827741755,31468.6693,2.981054850622974
Nebraska,31,2019-12-01,1033276,1005695,27581,2.6692771340861494,79226.2595,4.198598871243878
Nevada,32,2019-12-01,1550143,1497868,52275,3.3722695261017854,129655.359,4.199871387385754
New Hampshire,33,2019-12-01,773044,755470,17574,2.273350546670047,47407.9022,3.5267871847941246
New Jersey,34,2019-12-01,4547131,4382885,164246,3.612079792730845,242500.1608,2.7520547084330067
New Mexico,35,2019-12-01,966863,923442,43421,4.490915465789879,104089.3226,5.050831935919558
New York,36,2019-12-01,9468280,9116352,351928,3.7169158495524,662247.7734999999,3.4479336369993128
North Carolina,37,2019-12-01,5070827,4902572,168255,3.318097817180511,227252.93709999998,2.1998767803886414
North Dakota,38,2019-12-01,398298,389446,8852,2.2224565526314466,11809.8412,1.573152066096903
Ohio,39,2019-12-01,5776856,5557929,218927,3.7897257608636945,433649.0625,3.7609673742305922
Oklahoma,40,2019-12-01,1837940,1779729,58211,3.167187176948105,138688.6947,3.594712902084175
Oregon,41,2019-12-01,2089779,2028614,61165,2.9268645153387034,163396.0693,3.889028062703324
Pennsylvania,42,2019-12-01,6524296,6229176,295120,4.523399919316965,474016.9224,3.7551253839661305
Rhode Island,44,2019-12-01,558770,540973,17797,3.18503140827174,41330.1055,4.001648215147089
South Carolina,45,2019-12-01,2372013,2315534,56479,2.381057776664799,183936.5815,3.623958175213202
South Dakota,46,2019-12-01,463453,447150,16303,3.517724558908886,23985.180399999997,2.7626990722310287
Tennessee,47,2019-12-01,3361721,3257145,104576,3.1107875995658176,326205.18460000004,4.831204967061306
Texas,48,2019-12-01,14192255,13722119,470136,3.3126236810147507,1093704.3733,3.8165060515476505
Utah,49,2019-12-01,1629253,1594013,35240,2.162954433719011,98231.598,3.052836181964503
Vermont,50,2019-12-01,338615,331374,7241,2.1384167860254273,16436.4359,2.6422589019726255
Virginia,51,2019-12-01,4425963,4318658,107305,2.4244441266228387,163600.2535,1.959851868078287
Washington,53,2019-12-01,3944481,3786883,157598,3.995405225681148,227028.7254,2.993605122358516
West Virginia,54,2019-12-01,797720,758154,39566,4.959885674171389,119972.7318,6.82978659825202
Wisconsin,55,2019-12-01,3089959,2990550,99409,3.2171624283687907,212745.9143,3.6866531973797065
Wyoming,56,2019-12-01,290539,279838,10701,3.6831544130047944,19041.4656,3.3690717468733737
